Car,Price,Driver age,Experience,Car age,Gender,Ownership type,Vehicle class,Annual mileage
Hummer,0.173,30,2,5.875,0,0,0,48.578
Lada (ВАЗ),1.245,25,4,3.037,1,0,2,5.519
GAC,1.162,39,15,1.426,0,0,1,49.938
Volkswagen,3.141,22,4,2.861,0,0,0,8.033
Suzuki,1.145,23,4,2.324,0,0,1,51.319
Isuzu,0.450,23,1,0.640,0,0,1,37.705
Chery,1.976,31,6,2.120,1,1,2,51.122
Bugatti,0.976,28,10,0.632,0,0,2,48.784
Ford,0.311,47,18,1.847,1,0,0,31.488
Lada (ВАЗ),0.157,35,13,3.044,0,0,0,31.815
Haima,0.741,41,14,0.659,0,0,0,80.831
Datsun,1.304,33,11,0.153,1,0,0,38.806
Mitsubishi,0.740,26,4,2.696,0,0,0,7.895
Audi,1.287,23,0,1.406,0,0,2,88.071
Ford,1.625,22,3,8.667,0,0,0,17.307
Hummer,0.227,32,15,0.039,1,0,2,23.362
Peugeot,1.490,44,19,5.225,0,0,2,4.935
Jeep,2.567,39,15,3.009,0,0,1,15.971
Hummer,0.547,27,8,6.663,0,0,0,17.659
Opel,0.582,41,11,1.378,0,0,2,30.412
Brilliance,0.504,29,8,5.803,1,0,1,27.237
Peugeot,1.683,57,21,1.767,0,0,0,41.792
Subaru,1.406,76,26,4.139,0,0,2,25.121
FAW,1.584,51,3,1.508,0,0,2,4.413
Suzuki,0.685,22,5,0.662,0,0,0,68.168
Buick,2.008,33,10,2.483,0,0,0,100.838
JAC,0.938,38,6,5.696,1,0,0,41.652
Lada (ВАЗ),1.538,22,0,4.510,0,0,2,34.732
Buick,1.835,23,5,1.582,0,0,0,24.934
Citroen,0.604,31,4,3.214,0,0,2,48.344
BYD,1.448,45,16,3.757,0,0,1,46.404
Lifan,0.940,52,12,7.219,0,0,0,36.095
Rover,1.680,26,1,8.286,1,0,0,15.329
Mazda,3.728,39,9,3.129,0,0,0,51.899
Daihatsu,1.213,31,5,2.112,0,0,0,5.187
Mercedes-Benz,1.385,47,12,1.500,0,0,2,50.225
Audi,0.573,38,9,0.932,1,1,2,41.507
BMW,0.406,34,14,5.171,1,0,0,29.408
ГАЗ,0.456,24,5,0.624,0,1,0,37.960
Kia,0.156,60,16,3.436,0,0,0,49.266
Lifan,2.061,37,6,1.956,0,0,0,8.445
Maybach,0.445,34,10,1.911,0,0,0,29.608
ТагАЗ,1.076,29,6,4.845,0,0,0,4.401
ГАЗ,2.492,43,15,1.310,0,0,2,69.050
Chrysler,0.154,30,10,5.626,0,0,0,10.457
Bentley,0.549,29,4,6.001,0,0,0,47.047
Aston Martin,0.326,31,7,6.891,0,0,2,25.963
Mercury,0.571,36,13,2.989,1,1,0,24.763
Honda,1.630,28,5,1.892,1,0,2,7.195
Maybach,0.510,32,14,2.446,0,0,0,54.659
DS,2.438,61,20,2.950,0,0,0,15.315
Luxgen,2.700,43,14,1.247,0,0,1,7.345
Brilliance,0.977,40,9,0.135,0,0,3,32.230
Chevrolet,0.852,35,11,1.039,0,0,0,36.211
Skoda,1.257,67,23,5.692,0,0,2,42.740
Foton,2.340,42,7,7.554,0,0,2,46.628
Mitsubishi,2.076,27,6,1.392,1,0,2,35.225
Mini,0.699,19,1,1.935,0,0,2,45.863
Foton,3.172,35,8,3.957,1,0,2,5.096
Mini,1.981,49,21,5.488,1,0,2,65.965
BMW,1.240,44,19,1.163,0,0,2,50.095
Москвич,3.131,46,13,4.293,1,0,1,49.999
DongFeng,1.553,35,12,1.527,0,0,1,77.141
Hummer,1.922,22,2,2.676,1,0,2,6.651
Honda,2.476,33,9,2.061,0,0,0,50.339
Foton,2.139,34,3,6.917,0,0,2,58.584
Audi,1.800,23,2,5.908,0,0,0,25.697
Infiniti,3.645,42,18,4.450,1,0,0,35.958
Renault,2.202,31,12,4.497,1,0,2,38.621
Daihatsu,2.589,28,0,6.818,0,0,0,25.579
Volkswagen,0.444,18,1,3.378,0,0,1,68.588
Lancia,0.360,27,3,4.038,0,0,0,4.374
Chrysler,0.157,37,18,3.319,0,0,2,26.693
Mercury,0.505,25,7,3.122,1,0,1,16.136
Lada (ВАЗ),1.104,47,12,0.911,0,0,0,11.611
Bentley,1.049,41,7,6.220,0,0,0,25.663
Brilliance,2.335,20,3,1.433,0,0,2,65.360
SEAT,0.615,19,0,0.786,1,0,0,8.180
Citroen,1.895,31,12,6.176,0,0,2,8.336
Subaru,0.841,34,16,0.329,0,0,2,51.112
Hummer,2.499,50,18,0.757,0,0,1,25.953
Lada (ВАЗ),0.620,52,10,6.402,0,0,2,46.630
BMW,0.692,21,2,8.880,0,0,1,34.286
Volvo,2.153,29,12,1.799,0,1,0,10.782
Hyundai,1.295,24,3,6.018,1,0,2,15.568
Oldsmobile,1.530,30,1,2.853,0,1,2,25.867
Honda,1.152,32,11,6.047,0,0,0,71.046
Hummer,2.239,24,0,2.529,1,0,1,25.905
Great Wall,1.943,41,16,6.791,0,0,0,19.355
Mitsubishi,1.048,46,7,2.752,0,0,1,63.812
Saab,0.193,51,11,5.000,0,0,2,45.858
Mitsubishi,0.329,31,5,2.897,1,1,2,64.363
Land Rover,1.024,54,16,4.361,1,1,3,18.988
Mazda,1.366,32,5,3.314,0,0,0,66.328
Citroen,1.287,27,9,0.568,1,0,0,36.887
Peugeot,1.194,25,2,2.881,1,1,0,4.539
Volvo,0.268,54,22,0.306,0,0,0,58.865
FAW,0.333,36,11,5.311,1,0,3,29.585
Ford,1.867,34,4,4.103,1,0,3,10.691
Smart,4.825,61,22,4.525,0,0,1,17.182
Lifan,1.315,31,9,1.371,0,0,0,41.152
Volkswagen,0.414,44,20,4.128,0,0,2,58.999
Ford,1.223,32,5,7.558,0,0,2,38.497
Honda,0.292,23,5,2.292,1,0,2,73.301
ГАЗ,1.282,60,30,4.527,0,0,2,22.836
Hummer,0.989,47,26,3.344,0,0,0,54.653
Porsche,2.119,34,15,1.084,0,0,2,23.564
Mazda,0.785,45,6,1.447,0,0,0,25.156
DongFeng,0.951,21,3,2.363,1,0,0,47.257
Daewoo,1.291,24,2,6.318,0,0,3,48.151
Mercedes-Benz,4.397,43,18,0.641,0,0,2,19.975
Ferrari,1.385,41,6,1.148,1,0,0,24.478
GMC,1.203,41,19,3.419,0,0,0,17.300
Haval,0.973,30,5,4.561,0,0,2,41.224
BYD,2.995,53,15,0.948,0,0,0,23.517
Acura,2.677,20,1,4.596,0,0,2,33.941
Genesis,2.947,41,4,5.608,0,0,1,42.002
Lancia,0.616,31,4,4.559,0,0,2,56.153
Datsun,1.687,40,19,3.417,1,0,0,38.901
DS,1.944,54,22,6.526,0,1,2,21.885
Toyota,0.164,27,6,0.752,0,0,2,45.258
DongFeng,2.645,22,1,3.302,1,0,0,27.833
Mazda,1.500,30,12,4.681,0,0,2,14.898
Lamborghini,0.226,23,1,0.366,0,0,2,4.435
Ferrari,1.029,37,12,0.312,0,0,2,7.036
JAC,1.153,51,13,12.176,1,0,2,8.007
Saab,0.256,39,6,3.859,0,0,2,26.085
Honda,1.104,31,11,1.076,1,0,0,26.335
Lincoln,0.942,52,27,7.896,1,1,0,34.413
Volkswagen,0.297,37,16,5.590,0,0,0,51.406
Mercedes-Benz,1.272,24,5,0.093,0,0,2,60.487
ZAZ,3.590,50,29,5.519,0,0,0,27.187
Tesla,1.387,32,15,1.821,1,0,0,9.499
Lada (ВАЗ),2.722,28,6,1.385,0,0,2,40.346
Москвич,3.318,38,11,5.867,0,0,0,32.567
Great Wall,0.485,24,6,3.209,1,0,1,10.086
Scion,0.403,55,25,2.199,0,0,2,37.815
Ford,1.697,51,25,4.302,0,0,0,23.715
Lincoln,1.009,27,3,6.996,0,1,0,28.609
УАЗ,1.736,51,18,8.845,1,0,3,82.683
Mitsubishi,0.804,41,13,5.325,1,0,0,30.016
Skoda,3.044,26,7,5.467,1,0,3,14.372
FAW,0.331,28,9,5.096,1,0,2,34.259
Zotye,1.635,24,2,1.603,1,0,0,31.401
Volkswagen,0.306,50,15,7.244,0,0,0,16.551
Zotye,0.381,23,2,0.309,1,0,2,68.382
УАЗ,2.638,18,1,4.174,0,1,3,34.460
Luxgen,0.785,25,1,3.226,0,0,3,32.842
Volkswagen,1.059,46,15,2.379,0,0,0,80.524
Ford,0.228,37,7,3.658,0,0,0,24.582
Mercedes-Benz,2.059,30,1,0.708,0,0,1,74.856
JAC,0.252,19,0,2.053,0,0,2,19.268
Rolls-Royce,0.729,43,19,2.945,0,0,0,25.133
Volkswagen,0.659,37,16,3.251,0,0,2,45.381
Daewoo,0.826,38,17,9.597,0,1,2,45.838
Oldsmobile,2.157,21,3,7.105,0,0,2,31.733
Suzuki,0.919,52,5,5.610,0,0,0,32.407
Daewoo,1.421,33,5,4.566,0,0,1,44.466
УАЗ,2.593,41,19,1.102,0,1,0,29.442
ТагАЗ,1.245,57,15,4.944,0,0,3,51.524
Toyota,1.672,31,7,5.530,0,0,0,45.064
Peugeot,2.884,20,1,6.025,0,0,2,14.526
Foton,0.710,20,1,3.387,1,0,0,39.011
Scion,1.481,20,1,3.068,0,0,0,20.307
Renault,2.112,22,3,2.436,0,0,0,20.806
Volkswagen,0.807,54,20,1.539,0,0,2,44.506
Mazda,0.694,22,1,5.910,0,0,0,10.650
Smart,1.202,56,23,1.024,0,0,0,10.301
Toyota,1.860,27,1,0.172,0,0,2,47.971
Genesis,1.322,40,11,3.752,1,0,2,15.161
Citroen,2.621,35,16,7.286,0,0,3,59.541
Alfa Romeo,0.541,24,2,0.620,0,0,2,55.479
Changan,0.601,26,4,0.886,0,0,2,51.070
Renault,2.106,62,19,5.322,1,1,0,35.094
Nissan,1.642,20,0,4.304,0,0,3,40.088
Lada (ВАЗ),0.380,26,7,6.097,0,0,1,27.826
Isuzu,0.492,20,2,1.530,0,0,3,14.713
Changan,1.376,39,0,2.694,1,0,0,8.745
Rolls-Royce,0.241,37,14,3.543,1,0,2,52.227
Nissan,3.121,56,18,3.205,1,0,1,32.330
Subaru,0.625,37,6,1.802,0,1,0,77.237
Citroen,1.353,53,22,4.368,1,0,0,29.049
Land Rover,1.542,25,7,1.785,0,1,2,20.877
Daewoo,0.664,21,3,5.477,1,0,0,54.051
Jaguar,0.431,32,8,6.543,0,0,3,89.127
Isuzu,1.318,70,28,0.857,0,0,2,17.975
Isuzu,0.316,28,6,4.030,0,0,1,23.651
Ferrari,0.929,50,25,3.382,0,0,1,18.194
Mini,1.401,44,12,0.417,0,0,0,8.656
Subaru,1.673,34,10,4.821,0,0,0,85.787
Nissan,3.443,46,29,0.352,0,0,3,53.411
Geely,1.377,37,15,4.179,0,0,2,30.228
Skoda,0.965,41,12,3.519,0,0,3,54.102
Nissan,0.544,34,5,4.568,0,1,0,3.129
SEAT,3.695,40,11,7.000,0,0,0,4.076
Lincoln,0.292,18,0,11.963,0,0,0,29.278
Land Rover,0.434,37,4,3.142,0,0,0,7.926
Toyota,2.610,43,16,0.403,0,0,2,21.883
Porsche,0.764,36,14,2.097,1,0,0,87.070
Ravon,1.286,40,7,1.861,1,0,0,56.393
DongFeng,0.956,60,30,0.145,0,0,1,36.158
Nissan,1.605,32,12,8.476,1,0,2,35.083
Hyundai,2.811,28,7,0.236,1,0,0,32.325
ТагАЗ,1.041,39,11,2.055,1,0,0,69.028
Mercedes-Benz,0.276,44,9,2.395,0,0,1,72.519
Lamborghini,0.950,25,6,1.717,1,0,2,14.505
SEAT,0.811,36,6,3.964,0,0,2,5.206
Geely,0.370,27,2,2.941,0,0,3,24.708
Maserati,1.473,24,4,4.046,1,0,0,48.423
GAC,2.309,35,15,3.604,0,1,2,42.013
Cadillac,0.900,29,11,8.928,0,0,0,29.909
Lifan,0.676,36,5,0.325,0,0,0,52.685
Scion,1.517,22,3,4.732,0,1,1,8.836
Jaguar,0.333,43,23,5.492,0,0,0,55.904
Land Rover,1.850,52,7,1.167,1,0,1,24.357
Bugatti,0.759,31,12,2.814,0,0,0,22.573
Tesla,1.772,44,11,0.267,0,1,2,21.559
Ravon,1.701,55,22,0.109,0,0,3,7.379
Honda,0.185,24,5,0.245,1,0,2,39.394
Lexus,2.364,46,22,0.787,0,0,2,23.443
Aston Martin,0.658,49,1,1.842,0,0,0,47.210
Daihatsu,1.364,24,5,0.224,0,0,1,18.922
JAC,2.706,64,20,0.790,0,0,2,11.576
Zotye,2.205,18,0,6.352,1,0,1,42.365
Lada (ВАЗ),0.983,25,4,1.811,0,0,2,15.481
Maybach,0.818,39,12,2.695,0,0,0,37.346
DS,0.298,79,26,6.694,0,1,0,33.623
Buick,1.470,20,1,4.817,1,0,3,8.704
Lada (ВАЗ),0.248,35,3,8.131,0,0,0,5.855
Daewoo,0.785,43,7,5.134,0,1,2,33.987
Toyota,2.399,36,17,4.030,0,0,0,11.131
Lada (ВАЗ),2.035,32,5,2.314,0,0,2,49.671
Lada (ВАЗ),0.739,57,18,3.626,1,0,0,34.613
Lancia,1.689,56,11,3.442,0,0,2,3.277
Opel,0.201,51,1,1.614,1,1,0,27.729
Toyota,1.652,58,20,1.889,0,0,2,56.207
Maybach,0.346,27,6,8.399,0,0,1,45.601
Cadillac,0.831,24,4,1.891,0,0,2,38.798
Mercedes-Benz,1.004,39,8,7.496,0,0,3,26.352
Skoda,2.953,34,7,6.277,0,0,1,27.409
Cadillac,0.832,65,25,4.882,0,0,1,47.393
Dodge,0.173,23,3,0.309,0,0,0,52.800
GMC,1.043,19,2,1.260,0,0,2,42.994
Chrysler,0.222,24,3,4.815,0,0,2,24.605
Hummer,2.168,62,14,1.136,0,0,2,9.027
Mazda,1.111,33,13,3.456,1,0,0,58.157
Volkswagen,2.637,23,2,3.271,1,1,0,55.227
Cadillac,0.978,35,10,0.465,1,0,2,49.879
Ravon,0.626,49,26,6.223,1,0,0,33.950
Lexus,0.284,55,34,0.133,0,0,0,19.437
Peugeot,1.616,70,23,1.444,0,0,1,27.919
Rolls-Royce,0.907,52,20,2.705,0,0,1,50.772
Rolls-Royce,0.338,23,3,7.735,1,0,2,39.570
Citroen,0.520,68,20,4.082,0,0,2,9.378
Brilliance,2.266,22,0,4.020,0,0,0,22.303
Subaru,1.037,25,4,6.311,0,0,0,73.988
Buick,0.301,41,2,7.186,1,0,0,19.379
Daihatsu,1.922,34,3,1.509,1,0,0,54.662
Lada (ВАЗ),2.805,25,1,4.118,0,1,0,20.486
Honda,3.365,21,3,7.350,0,0,0,25.931
Kia,1.809,24,2,1.175,1,0,0,19.691
Smart,0.470,39,1,0.044,1,0,2,17.765
FAW,0.964,57,11,2.739,0,0,0,31.879
Jaguar,0.450,48,17,0.856,0,0,0,8.764
Lexus,0.656,18,1,4.440,0,0,2,30.619
ТагАЗ,0.623,22,4,2.129,0,0,2,35.074
Subaru,2.124,21,1,0.914,0,0,2,53.239
Ford,0.267,45,1,1.473,1,0,0,27.142
Infiniti,1.624,34,5,1.586,0,0,2,7.108
УАЗ,2.284,30,2,3.773,0,0,0,47.249
Nissan,1.369,21,0,1.711,1,1,0,80.198
BMW,1.733,21,3,5.519,0,0,1,43.876
Genesis,2.846,39,10,1.904,0,0,0,63.313
Renault,0.693,40,17,0.074,1,0,2,15.408
Ravon,0.303,59,15,7.007,0,0,2,58.007
Subaru,0.839,24,3,1.814,0,0,0,52.897
Maserati,3.489,22,4,1.424,0,0,2,54.033
BYD,0.981,28,6,7.271,1,0,3,73.059
FAW,0.664,44,17,7.887,1,0,0,50.880
Smart,2.339,33,6,6.720,0,0,0,58.569
Audi,1.382,38,11,5.623,0,0,0,36.540
Maybach,2.462,28,7,7.116,1,0,1,24.672
Toyota,1.235,32,12,0.154,0,0,0,28.697
Skoda,0.207,25,5,1.255,0,0,2,6.615
Foton,0.586,39,10,2.861,0,0,0,14.141
DongFeng,0.393,39,19,7.675,1,0,2,11.993
Pontiac,1.947,28,2,1.982,0,0,0,21.162
FAW,1.811,19,2,1.642,0,1,0,11.630
Great Wall,2.058,24,7,5.863,0,0,0,24.652
Ford,0.980,41,9,0.611,1,0,1,48.460
Москвич,3.557,21,3,3.079,1,0,2,27.160
ТагАЗ,0.875,32,14,1.943,0,0,2,25.273
Toyota,1.351,27,7,8.403,0,1,1,26.157
Foton,0.931,22,3,7.027,1,1,2,64.386
Porsche,1.332,44,11,1.137,0,0,0,24.128
Mini,0.798,25,1,0.324,1,1,1,23.738
Rover,0.258,35,8,3.108,0,0,2,17.931
Audi,2.121,44,16,5.087,1,0,2,26.538
Scion,0.609,27,6,3.460,0,0,2,17.539
Honda,0.614,44,22,3.696,0,0,2,21.995
Honda,0.262,20,3,1.427,0,0,0,51.444
Zotye,1.206,43,11,0.616,1,0,2,48.753
Audi,1.599,45,14,5.980,0,0,2,5.489
Foton,0.822,46,3,6.151,0,0,0,56.572
Toyota,2.361,31,2,0.714,1,0,1,14.987
FAW,1.105,22,5,4.105,0,0,0,3.254
Great Wall,1.050,26,0,1.309,0,0,1,58.045
Genesis,1.082,25,7,0.710,1,0,2,43.099
Mercedes-Benz,1.562,38,2,0.408,0,0,0,30.195
Toyota,0.275,23,6,1.497,0,0,2,6.276
Ravon,2.177,41,19,2.866,0,0,0,21.722
Rolls-Royce,0.192,43,11,2.546,1,0,2,19.901
Lincoln,0.739,34,14,3.437,0,0,0,9.579
DongFeng,0.976,35,14,0.166,0,0,3,21.396
Москвич,1.176,46,14,2.500,0,0,2,17.988
Suzuki,0.759,48,19,10.904,0,0,0,57.113
Volkswagen,2.026,46,14,1.684,0,0,0,49.373
УАЗ,0.343,48,15,7.444,0,1,0,12.913
Fiat,1.114,23,2,6.812,0,1,0,89.014
Peugeot,0.748,18,0,4.131,0,0,1,56.918
Infiniti,1.252,23,4,5.151,0,0,2,43.767
Dodge,3.081,37,17,6.683,0,0,0,24.154
Daihatsu,0.591,30,7,4.594,1,0,1,17.886
Kia,2.804,31,10,1.810,0,1,1,46.336
Subaru,0.612,18,1,0.093,0,0,0,40.264
Nissan,2.513,44,17,3.001,0,1,0,73.083
Maserati,0.304,27,8,1.688,0,0,0,45.010
Suzuki,1.175,34,8,2.086,0,0,0,29.425
Москвич,2.225,25,8,4.011,0,0,0,5.407
Brilliance,1.027,47,24,4.279,0,0,0,74.278
Luxgen,1.212,37,15,7.286,0,0,0,51.661
Zotye,0.493,34,1,0.446,0,0,0,23.904
Audi,0.849,33,14,0.507,0,1,0,30.580
Fiat,2.041,29,7,1.567,1,0,2,33.975
Aston Martin,1.871,49,18,2.296,0,0,0,20.924
Great Wall,3.077,28,4,5.637,1,0,0,34.119
Fiat,1.625,33,16,5.227,0,0,0,29.316
BMW,0.606,40,3,1.909,0,0,1,29.287
Hyundai,0.428,29,10,5.422,0,1,2,59.622
Mitsubishi,0.262,38,6,0.805,0,0,0,25.899
Changan,0.405,25,7,2.998,0,0,2,35.988
Tesla,0.361,44,18,6.664,0,1,1,87.991
Scion,0.845,46,8,0.181,1,0,2,49.956
Pontiac,0.467,25,3,4.204,0,0,2,23.536
Skoda,0.561,42,15,7.106,1,1,2,27.043
Bugatti,3.109,53,13,5.309,1,0,0,27.794
BYD,1.520,44,6,5.943,0,1,2,54.423
Chevrolet,0.189,33,4,0.473,1,0,2,36.781
Tesla,2.533,36,18,2.256,0,0,0,4.580
Land Rover,0.906,19,1,4.005,0,0,3,14.986
Chrysler,0.555,33,11,5.655,0,0,0,26.036
Luxgen,3.286,29,10,9.374,0,0,0,8.991
Changan,0.572,49,12,1.303,0,0,0,57.764
Acura,1.477,30,10,1.427,0,0,2,45.336
Jeep,1.003,36,10,0.891,0,0,2,12.558
Lada (ВАЗ),2.038,43,12,5.256,0,1,0,65.025
Haima,0.166,30,5,2.147,0,0,1,75.832
GMC,1.428,18,0,7.739,0,0,2,20.977
Zotye,1.010,49,23,5.720,0,0,2,40.677
Nissan,0.269,39,6,2.856,0,0,2,6.912
УАЗ,0.750,46,19,4.571,0,1,2,29.016
Hyundai,0.324,26,6,4.377,1,0,1,44.923
Nissan,0.778,22,1,3.002,1,1,1,40.105
Hyundai,2.097,19,1,7.400,0,0,0,38.790
УАЗ,1.937,47,14,2.127,0,0,0,7.410
Datsun,0.159,42,14,2.812,1,0,1,51.312
SEAT,0.171,29,5,0.534,1,0,2,31.524
Ford,0.859,61,20,4.085,0,0,0,22.686
Peugeot,2.923,23,5,7.137,0,0,2,46.621
Mazda,1.260,30,5,4.690,0,0,0,27.358
Ravon,0.150,36,17,3.853,0,0,1,5.529
Brilliance,0.792,46,11,1.993,0,0,0,31.887
УАЗ,1.462,30,5,1.660,0,1,1,12.291
Volkswagen,0.742,41,9,3.569,0,0,0,28.107
Lamborghini,0.960,38,6,3.765,0,0,0,18.419
Rover,1.209,34,13,1.517,0,1,2,5.245
Bugatti,0.201,21,0,1.758,0,0,0,28.746
Renault,0.361,39,7,3.614,1,0,0,20.019
Changan,0.747,29,3,1.561,1,0,0,22.116
Mitsubishi,0.462,44,11,3.414,0,1,3,66.629
Lifan,0.759,31,10,9.310,0,0,1,28.524
Aston Martin,2.904,31,13,3.415,1,0,2,20.500
Rolls-Royce,1.908,47,19,0.963,1,0,3,36.971
Geely,0.451,30,9,5.014,0,0,2,19.058
DongFeng,0.468,41,12,1.490,1,0,2,29.934
Brilliance,0.694,29,11,2.725,0,0,2,23.669
SsangYong,0.635,33,11,4.484,0,0,0,21.411
Daihatsu,0.794,39,22,3.337,0,0,0,40.759
Smart,1.262,27,6,4.676,1,0,2,12.217
Lexus,0.655,46,10,4.630,0,0,0,21.053
BYD,1.173,19,2,5.208,0,0,2,20.856
Aston Martin,0.432,31,13,6.598,0,0,0,51.927
УАЗ,0.308,20,1,3.294,1,1,0,43.035
ТагАЗ,0.673,48,16,3.793,0,1,2,84.817
BMW,1.345,38,12,3.538,0,0,0,60.177
Volvo,0.419,34,13,10.053,1,0,1,4.640
Mercedes-Benz,3.368,20,1,7.039,1,0,1,48.244
BYD,2.158,29,9,3.971,1,0,2,43.822
Hyundai,1.832,40,13,4.189,1,0,2,42.063
Lexus,1.242,23,5,1.996,0,0,2,39.105
Daihatsu,1.902,26,2,4.662,0,0,0,9.055
Mercedes-Benz,0.860,31,10,6.660,1,0,2,62.976
Ferrari,3.006,61,9,7.961,1,0,2,47.181
Infiniti,0.180,27,4,5.142,0,0,0,67.903
Fiat,2.739,39,6,1.384,0,0,0,74.306
Mitsubishi,0.280,31,1,4.801,0,0,2,44.416
Skoda,1.820,41,6,4.238,0,0,0,56.509
JAC,0.940,34,7,3.817,0,0,0,13.345
Volkswagen,0.797,20,0,0.218,1,1,2,56.060
Volkswagen,3.238,24,6,1.232,0,0,1,51.662
Audi,1.325,33,13,2.622,0,1,0,15.214
Hyundai,2.565,39,12,0.236,0,1,0,50.437
Maybach,2.665,61,13,1.463,0,0,0,34.213
Cadillac,0.284,51,14,3.885,1,0,2,39.349
Chrysler,1.181,41,9,2.631,1,0,0,18.970
Geely,1.654,39,4,5.861,0,0,2,5.209
Land Rover,0.964,27,7,3.575,0,0,1,23.197
Mini,1.015,42,19,1.662,1,0,0,16.865
Lancia,0.831,52,23,3.781,0,0,0,25.107
Haval,0.348,38,13,3.106,0,0,0,6.488
Mitsubishi,3.426,25,0,7.216,1,1,0,45.676
Volvo,1.599,25,7,1.307,1,0,2,66.041
Dodge,1.617,65,26,2.582,0,0,0,43.469
Daewoo,0.478,23,2,2.080,0,0,2,55.451
Honda,0.866,19,0,0.850,0,0,0,25.297
Cadillac,1.037,30,8,8.710,0,0,0,56.432
Mercury,2.778,40,16,2.754,0,0,1,5.687
Lancia,2.681,28,10,2.822,1,0,2,21.418
Mazda,1.405,31,9,3.549,0,0,2,49.268
Porsche,3.213,30,12,5.202,1,0,2,47.562
DongFeng,0.452,27,6,0.079,0,0,1,80.378
Datsun,2.311,58,16,1.256,0,0,2,30.035
Mazda,2.053,24,2,9.681,1,0,0,21.440
Lexus,1.995,54,11,1.954,0,0,1,24.505
Foton,0.915,47,1,2.806,1,0,0,48.943
Saab,1.581,27,3,5.046,0,0,2,31.312
УАЗ,1.091,35,14,5.008,0,0,0,27.627
Mitsubishi,0.827,22,1,3.422,0,0,3,71.682
Subaru,0.803,19,1,3.437,0,1,2,39.871
Pontiac,1.209,40,10,5.926,0,0,0,41.216
Lada (ВАЗ),1.313,42,18,5.192,1,0,0,44.890
Hyundai,1.264,35,6,2.697,1,0,2,34.385
Haima,1.730,33,5,3.301,1,1,1,4.852
BMW,1.150,39,17,5.547,0,1,0,102.896
Zotye,0.646,24,6,8.686,1,0,0,65.622
Lamborghini,0.950,26,4,4.405,0,0,0,65.402
Lifan,0.579,37,9,2.507,1,0,2,28.082
Kia,1.444,21,4,4.704,0,1,3,23.963
Mercedes-Benz,0.806,34,12,4.492,0,1,0,41.866
Aston Martin,0.360,57,14,7.491,0,0,2,71.463
Haima,1.520,25,7,7.860,1,0,0,38.015
Mercedes-Benz,1.972,29,2,5.435,0,0,2,35.039
Isuzu,1.228,27,4,1.239,0,0,0,47.848
Mazda,1.260,25,2,1.660,0,0,1,13.224
JAC,2.785,22,1,0.140,0,0,2,39.705
Lada (ВАЗ),0.994,32,10,3.913,0,0,2,40.018
Volkswagen,3.194,34,10,4.698,0,0,1,18.956
Citroen,0.955,31,13,1.430,0,0,0,23.186
Volvo,1.481,29,7,0.986,0,0,0,12.958
Saab,2.726,45,16,5.850,0,0,0,48.741
Audi,0.431,39,9,5.000,0,0,0,33.259
Luxgen,0.492,27,7,8.929,1,0,0,31.897
Maybach,3.292,30,8,2.416,0,0,0,16.120
Kia,1.449,34,14,2.503,1,0,2,13.259
Mazda,0.669,32,8,3.067,0,0,1,75.415
Mazda,2.201,28,10,3.912,0,1,1,33.396
Pontiac,0.926,20,0,2.085,0,0,0,60.347
Renault,0.927,49,22,1.183,0,0,0,15.943
Mitsubishi,0.323,40,22,2.720,0,1,0,5.882
УАЗ,0.366,21,3,2.275,0,0,0,14.265
Ravon,0.888,36,12,2.422,1,0,0,35.313
Lada (ВАЗ),1.498,43,6,3.280,0,0,0,25.855
Volkswagen,0.322,45,15,0.534,0,0,2,17.007
Ravon,0.175,31,11,0.257,1,0,3,8.601
Chrysler,0.374,55,18,8.370,0,0,0,17.781
Kia,1.950,39,8,0.532,0,0,0,53.486
Volkswagen,0.286,31,2,6.000,0,0,0,36.085
Daewoo,1.400,23,3,8.015,1,0,0,19.106
Haval,0.234,40,6,4.207,0,1,2,31.824
Mazda,1.705,42,12,1.800,1,0,3,47.020
Suzuki,1.977,56,16,1.173,0,0,0,29.286
Audi,0.929,37,9,5.934,1,0,0,15.824
Datsun,0.766,46,14,4.130,0,0,0,41.067
Oldsmobile,2.229,22,4,4.563,0,0,2,24.550
Mitsubishi,3.136,41,18,0.124,0,0,2,54.214
Kia,0.242,37,9,2.742,0,0,2,59.136
Mitsubishi,0.999,38,7,0.463,1,0,2,4.432
Luxgen,1.085,33,4,1.408,0,0,0,45.186
Haima,2.365,38,13,0.960,1,0,2,15.920
Mini,0.683,22,2,1.689,1,0,2,30.455
Great Wall,2.852,19,0,4.101,1,0,2,36.277
Honda,3.515,33,10,4.620,1,0,1,3.746
Acura,2.518,21,2,1.605,0,0,2,44.929
Kia,0.974,19,0,2.066,0,0,0,56.821
Saab,0.606,24,6,4.603,0,0,0,16.492
Bentley,0.919,24,4,1.554,0,0,1,14.813
Jaguar,1.047,47,14,4.132,1,0,1,19.392
Hyundai,0.816,22,4,8.130,0,0,0,7.192
Pontiac,1.245,31,6,0.377,0,0,2,56.943
Lada (ВАЗ),0.154,47,4,1.754,1,1,0,43.782
Citroen,2.176,42,21,4.259,1,0,0,24.681
Renault,2.465,24,6,8.996,0,0,0,40.125
Honda,2.162,36,8,4.974,1,0,2,11.748
Datsun,0.220,30,9,7.719,1,0,0,19.166
FAW,0.950,21,2,5.414,1,0,1,56.803
